instance,source,domain,stratum,declared_result,distinct_definite_answers,modes_solved,modes_run,answer_A_cadical,answer_B_kissat,answer_C_lkk_cadical,answer_D_lkk_kissat,answer_E_lkk_selector,conflicting_answers,disagrees_with_declared,passed
lec_mult_DvK_11x10.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_DvW_11x10.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_DvW_12x11.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_DvW_12x12.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_KvW_10x10.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_KvW_11x10.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_KvW_12x11.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
logistics.b.cnf,SATLIB,planning_scheduling,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
logistics.c.cnf,SATLIB,planning_scheduling,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
logistics.d.cnf,SATLIB,planning_scheduling,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
manol-pipe-g10bid_i.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
marg5x5.shuffled-as.sat03-1455.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mchess_15.cnf,SATComp2024,competition_main,structural_not_closed_by_flow,,UNSATISFIABLE,1,5,TIMEOUT,TIMEOUT,TIMEOUT,UNSATISFIABLE,TIMEOUT,False,False,True
mchess_16.cnf,SATComp2024,competition_main,structural_not_closed_by_flow,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
md5_48_1.cnf,SATComp2024,competition_main,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
mdp-28-10-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-28-14-sat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-28-14-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-28-16-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-32-10-sat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-32-10-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-32-11-sat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-32-11-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-32-12-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-32-14-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-36-10-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-36-12-unsat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
mdp-36-14-sat.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
medium.cnf,SATLIB,planning_scheduling,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
mp1-blockpuzzle_5x10_s7_free4.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,3,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,UNSATISFIABLE,UNSATISFIABLE,False,False,True
mp1-ps_5000_21250_3_0_0.8_0_1.50_6.cnf,SATComp2024,competition_main,matching_hall_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
noL-11-0.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
noL-11-10.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
noL-11-12.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,SATISFIABLE,3,5,TIMEOUT,SATISFIABLE,TIMEOUT,SATISFIABLE,SATISFIABLE,False,False,True
noL-11-14.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,SATISFIABLE,2,5,SATISFIABLE,TIMEOUT,SATISFIABLE,TIMEOUT,TIMEOUT,False,False,True
noL-11-18.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,SATISFIABLE,2,5,SATISFIABLE,TIMEOUT,SATISFIABLE,TIMEOUT,TIMEOUT,False,False,True
noL-11-2.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
noL-11-6.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,SATISFIABLE,2,5,SATISFIABLE,TIMEOUT,SATISFIABLE,TIMEOUT,TIMEOUT,False,False,True
noL-11-8.sanitized.cnf,SATComp2024,competition_main,matching_hall_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
or_randxor_k3_n510_m510.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,UNSATISFIABLE,3,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,UNSATISFIABLE,UNSATISFIABLE,False,False,True
par16-1-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-1.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-2-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-2.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-3-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-3.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-4.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-5-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par16-5.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par32-1.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
par32-2.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
par32-3-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
par32-4-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
par32-5.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,1,5,TIMEOUT,SATISFIABLE,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
par8-1-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-1.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-2-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-2.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-3-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-3.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-4-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-4.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-5-c.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
par8-5.cnf,SATLIB,crafted_parity,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
pb_300_09_lb_07.cnf,SATComp2024,competition_main,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
pcmax-scheduling-m11-1517-6802-UNSAT.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,UNSATISFIABLE,3,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,UNSATISFIABLE,UNSATISFIABLE,False,False,True
pcmax-scheduling-m13-1655-9604-UNSAT.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m15-2352-13561-SAT.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m19-10199-62102-UNSAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m19-2974-16501-UNSAT.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,UNSATISFIABLE,1,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m24-17855-226744-SAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m24-24102-255206-SAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m30-14113-167638-UNSAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m35-32274-371389-SAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m37-28831-324346-SAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m40-26287-324155-SAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pcmax-scheduling-m43-38782-385402-SAT.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
pret150_25.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
pret150_40.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
pret150_60.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
pret60_25.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
pret60_40.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
pret60_60.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
pret60_75.cnf,SATLIB,crafted_parity,cardinality_exact_r_heavy,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
ssa0432-003.cnf,SATLIB,eda_circuit_fault,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
ssa2670-130.cnf,SATLIB,eda_circuit_fault,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
ssa2670-141.cnf,SATLIB,eda_circuit_fault,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
ssa6288-047.cnf,SATLIB,eda_circuit_fault,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
ssa7552-038.cnf,SATLIB,eda_circuit_fault,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
ssa7552-158.cnf,SATLIB,eda_circuit_fault,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
ssa7552-160.cnf,SATLIB,eda_circuit_fault,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-01.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-010.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-0100.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-012.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-014.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-015.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-016.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-018.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-019.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-02.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-021.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-022.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-023.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-025.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-026.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-027.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-028.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-03.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-030.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-031.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-032.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-034.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-036.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-039.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-04.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-040.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-041.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-042.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-043.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-045.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-046.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-047.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-048.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-049.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-052.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-053.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-054.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-055.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-056.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-057.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-058.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-059.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-06.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
